vid_id,chunk_id,image_path
5Kk_BC94qfQ,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_019.jpg
5Kk_BC94qfQ,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_012.jpg
5Kk_BC94qfQ,1,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_022.jpg
5Kk_BC94qfQ,1,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_020.jpg
5Kk_BC94qfQ,1,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_015.jpg
5Kk_BC94qfQ,2,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_021.jpg
5Kk_BC94qfQ,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_013.jpg
5Kk_BC94qfQ,4,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_023.jpg
5Kk_BC94qfQ,5,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_017.jpg
5Kk_BC94qfQ,6,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/5Kk_BC94qfQ/frames_014.jpg
Vzn77Lnibqs,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_310.jpg
Vzn77Lnibqs,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_233.jpg
Vzn77Lnibqs,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_185.jpg
Vzn77Lnibqs,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_232.jpg
Vzn77Lnibqs,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_109.jpg
Vzn77Lnibqs,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_173.jpg
Vzn77Lnibqs,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_043.jpg
Vzn77Lnibqs,0,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_163.jpg
Vzn77Lnibqs,1,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_189.jpg
Vzn77Lnibqs,2,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_181.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_299.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_122.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_099.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_254.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_268.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_053.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_305.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_312.jpg
Vzn77Lnibqs,3,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_129.jpg
Vzn77Lnibqs,4,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_166.jpg
Vzn77Lnibqs,4,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_139.jpg
Vzn77Lnibqs,5,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_324.jpg
Vzn77Lnibqs,5,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_280.jpg
Vzn77Lnibqs,5,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_297.jpg
Vzn77Lnibqs,5,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_175.jpg
Vzn77Lnibqs,5,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_239.jpg
Vzn77Lnibqs,5,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_303.jpg
Vzn77Lnibqs,5,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_320.jpg
Vzn77Lnibqs,6,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_120.jpg
Vzn77Lnibqs,6,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_146.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_140.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_149.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_203.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_159.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_003.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_097.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_327.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_168.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_179.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_182.jpg
Vzn77Lnibqs,7,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_113.jpg
Vzn77Lnibqs,8,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_318.jpg
Vzn77Lnibqs,8,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_230.jpg
Vzn77Lnibqs,8,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_250.jpg
Vzn77Lnibqs,8,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_125.jpg
Vzn77Lnibqs,8,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_206.jpg
Vzn77Lnibqs,8,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_186.jpg
Vzn77Lnibqs,8,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_132.jpg
Vzn77Lnibqs,8,/home/easgrad/baluhars/1234567890/Video_Dataset/SUNDAY_TEST/NEW-DATA-102/keyframes_images/Vzn77Lnibqs/frames_063.jpg
